,train
3462,"[5212, 551, 478, 1619, 3314, 4749, 336, 1619, 47, 7661, 1790, 2103, 336, 659, 42, 1339, 1533, 8129, 1573, 3200, 238, 663, 37, 9745, 1629, 8715, 4537, 7828, 4678, 649, 1140, 601, 3047, 1772, 2012, 227, 25, 6341, 3098, 425, 37, 4606, 7491, 30, 1600, 331, 601, 42, 481, 551, 5638, 41, 525, 7828, 4250, 886, 8344, 30, 1808, 1047, 3382, 2012, 3393, 3520, 1205, 51, 678, 3523, 34, 559, 1850, 551, 962, 270, 4417, 4566, 1415, 659, 29, 896, 649, 962, 2438, 8078, 2248, 2438, 2565, 649, 478, 360, 1170, 559, 4494, 1850, 1415, 2610, 3010, 5514, 1205, 5728, 373, 982, 3911, 27, 3730, 1038]"
3463,"[174, 974, 4831, 619, 3959, 1638, 326, 619, 505, 6841, 1035, 1344, 468, 1549, 9242, 819, 1900, 3344, 5588, 723, 5007, 1331, 1590, 5410, 802, 3741, 5333, 1113, 7260, 839, 6005, 441, 1085, 1373, 294, 2570, 505, 7193, 5725, 2706, 7216, 670, 450, 7260, 624, 339, 2185, 406, 694, 517, 3741, 3816, 294, 7260, 4142, 5352, 5113, 474, 3270, 5454, 472, 623, 5962, 589, 615, 974, 1361, 1777, 4425, 1187, 7751, 2191, 802, 1361, 619, 5333, 7480, 3213, 802, 4831, 9532, 321, 3334, 1187, 212, 2084, 8917, 4062, 7370, 7882, 7605, 3046, 974, 3491, 172]"
3464,"[174, 189, 3647, 459, 2482, 965, 4186, 405, 1193, 5593, 7399, 1086, 1090, 3482, 3082, 466, 2308, 6163, 399, 7117, 161, 889, 3482, 273, 3082, 4842, 898, 6671, 404, 5050, 498, 1185, 185, 202, 2571, 405, 2207, 2595, 2553, 7243, 179, 296, 6671, 407, 181, 1372, 398, 466, 276, 3082, 5285, 202, 6671, 1085, 4992, 5118, 199, 2357, 5787, 447, 279, 5966, 317, 438, 9381, 1399, 4426, 289, 7143, 475, 273, 9684, 4842, 4780, 1123, 273, 3647, 6494, 304, 3299, 289, 200, 2066, 422, 410, 3779, 500, 317, 7539, 7317, 2052, 4027, 8334]"
3465,"[174, 188, 379, 3266, 2483, 2237, 3266, 728, 1274, 6060, 7424, 1185, 1817, 832, 635, 1922, 322, 2754, 665, 403, 4646, 1631, 3976, 832, 277, 3736, 8419, 1031, 73, 610, 405, 837, 1769, 2256, 181, 1558, 7389, 2216, 2824, 4021, 7246, 180, 62, 274, 610, 436, 184, 1210, 597, 477, 313, 3736, 3391, 1558, 610, 1086, 4542, 5900, 200, 3319, 74, 1161, 618, 304, 74, 671, 327, 498, 5760, 645, 161, 4419, 290, 8979, 466, 3502, 3143, 438, 8601, 1125, 277, 379, 7718, 316, 455, 6384, 290, 645, 6399, 407, 1879, 1161, 327, 7541, 7245, 2054, 4364, 820]"
3466,"[5212, 550, 479, 1620, 3276, 4751, 335, 1620, 47, 7663, 1789, 2102, 335, 658, 42, 1340, 1532, 8127, 1572, 3202, 237, 662, 37, 9747, 1628, 8714, 4536, 7829, 4680, 650, 1139, 600, 3049, 1771, 2016, 228, 25, 6340, 3100, 423, 37, 4602, 7489, 30, 1599, 332, 600, 42, 483, 550, 5640, 41, 527, 7829, 4252, 887, 8831, 30, 1809, 1046, 3381, 2016, 3395, 3528, 1206, 51, 683, 3525, 34, 560, 1852, 550, 961, 269, 4415, 4564, 1416, 658, 29, 901, 650, 961, 2437, 8080, 2246, 2437, 2566, 650, 479, 361, 1172, 560, 4495, 1852, 1416, 2803, 3009, 5517, 1206, 5729, 741, 50, 983, 3825, 27, 3729, 1037]"
3467,"[5212, 552, 480, 1621, 3277, 4752, 337, 1621, 47, 7664, 1791, 2104, 337, 660, 42, 1341, 1534, 8131, 1574, 3203, 239, 664, 37, 9748, 1630, 8716, 4538, 7830, 4681, 651, 1141, 602, 3050, 1773, 2018, 229, 25, 6342, 3101, 426, 37, 4608, 7492, 30, 1601, 333, 602, 42, 484, 552, 5642, 41, 528, 7830, 4253, 888, 8832, 30, 1810, 1048, 3383, 2018, 3396, 3532, 1207, 51, 684, 3527, 34, 561, 1853, 552, 963, 271, 4416, 4567, 1417, 660, 29, 902, 651, 963, 2439, 8081, 2250, 2439, 2567, 651, 480, 362, 1173, 561, 4496, 1853, 1417, 2805, 3011, 5518, 1207, 5730, 742, 50, 984, 3826, 27, 3731, 1039]"
3468,"[174, 9451, 2878, 456, 949, 5291, 181, 2878, 3605, 921, 459, 1122, 279, 921, 496, 410, 5461, 496, 472, 4462, 6377, 6675, 1351, 226, 188, 4478, 449, 4716, 316, 4841, 323, 5897, 465, 3844, 429, 1073, 5426, 4731, 440, 7508, 1447, 7396, 3356, 2147, 7723, 1935, 399, 3740, 461, 314, 965, 496, 1122, 2176, 267, 2605, 5785, 204, 302, 3575, 289, 462, 9172, 466, 4811, 1262, 317, 1783, 435, 4721, 273, 2352, 327, 435, 4730, 289, 9422, 4384, 499, 1174, 429, 1069, 3172, 7982, 4820, 451, 312, 188, 431, 312, 462, 294, 312, 7274, 1800, 1819, 3119, 7270]"
3469,"[2257, 9467, 4998, 1646, 230, 4998, 4133, 7976, 9316, 5085, 761, 39, 1818, 5085, 661, 5385, 2802, 661, 3903, 2681, 284, 1061, 9890, 9416, 1325, 9653, 606, 1041, 6266, 538, 3992, 3557, 9823, 1735, 956, 724, 2462, 334, 6343, 1851, 2019, 5172, 554, 39, 960, 1321, 41, 2414, 4756, 2886, 599, 6641, 2310, 661, 39, 1233, 5646, 7644, 7905, 1439, 259, 8099, 39, 534, 2646, 782, 53, 606, 1041, 1306, 2999, 375, 1906, 389, 5506, 2577, 862, 6112, 6216, 1005, 4263, 1204, 42, 334, 599, 51, 1349, 5625, 782, 9327, 4702, 5625, 259, 1439, 534, 1171, 308, 375, 574, 2394, 2215, 4791, 7596]"
3470,"[2257, 9468, 5000, 1645, 232, 5000, 4132, 7978, 9315, 5087, 763, 39, 1887, 5087, 663, 5384, 2806, 663, 3902, 2683, 286, 1063, 9892, 9418, 1327, 9656, 604, 1043, 6267, 537, 3993, 3556, 9825, 1808, 958, 725, 2461, 336, 6344, 1850, 2025, 5174, 556, 39, 962, 1323, 41, 2378, 4757, 2885, 601, 6640, 2311, 663, 39, 1339, 5473, 7647, 46, 411, 1438, 261, 8100, 39, 536, 2645, 781, 53, 604, 1043, 1308, 3158, 383, 1908, 392, 5505, 2518, 863, 6113, 6214, 1006, 4264, 1205, 42, 336, 601, 51, 1389, 5629, 781, 49, 383, 4701, 5629, 261, 1438, 536, 1170, 310, 383, 576, 2093, 1952, 4793, 7598]"
3471,"[174, 3515, 2877, 524, 950, 5290, 185, 2877, 3544, 922, 458, 1626, 321, 922, 495, 624, 5477, 495, 706, 4482, 6371, 7003, 1358, 609, 189, 4379, 452, 4748, 314, 4972, 523, 5898, 723, 3851, 428, 1162, 5658, 4826, 472, 7506, 4141, 9061, 4145, 2164, 840, 1724, 1934, 465, 3741, 566, 395, 966, 495, 1626, 6108, 272, 2604, 5251, 210, 288, 3571, 396, 461, 2632, 400, 475, 4844, 1261, 326, 1784, 434, 5464, 330, 3270, 317, 434, 4742, 396, 273, 495, 6476, 572, 1361, 428, 1122, 2942, 289, 400, 4949, 1966, 8864, 430, 323, 461, 791, 323, 7272, 1860, 1871, 3136, 6953]"
3472,"[174, 4388, 2739, 457, 7128, 2611, 184, 2739, 6022, 1581, 144, 1069, 304, 1040, 338, 144, 407, 9174, 440, 181, 211, 4020, 6920, 1607, 1353, 5590, 4396, 485, 4030, 3833, 485, 312, 5967, 399, 4338, 1074, 5055, 4593, 447, 7504, 951, 7397, 3357, 2146, 7724, 1936, 403, 3082, 462, 316, 2237, 617, 1069, 2157, 307, 3108, 5253, 205, 1379, 292, 290, 529, 9173, 477, 4804, 1378, 3077, 4096, 4584, 277, 2357, 6648, 4732, 7600, 617, 4302, 500, 1175, 432, 1104, 2372, 7995, 5076, 210, 5247, 506, 315, 529, 201, 315, 6416, 1802, 1820, 3068, 7244]"
3473,"[174, 1481, 7603, 591, 3765, 1251, 591, 1481, 7603, 498, 3193, 291, 765, 1104, 2583, 291, 8090, 4235, 4620, 6672, 7601, 1020, 1468, 7268, 9664, 3819, 7394, 315, 6301, 403, 4327, 2158, 198, 1057, 6253, 7505, 948, 7423, 3418, 1581, 818, 211, 705, 8118, 3736, 529, 364, 2010, 665, 1104, 2177, 7931, 869, 5741, 72, 263, 8104, 322, 1418, 751, 815, 740, 3819, 1310, 8194, 656, 4615, 379, 3319, 82, 869, 5644, 4304, 1011, 364, 7348, 4291, 610, 1780, 1203, 994, 815, 8757, 204, 2500, 1612, 72, 1774, 202, 7544, 585, 1883, 1882, 2747, 7602]"
3474,"[2257, 9469, 4999, 1647, 231, 4999, 4134, 7977, 9317, 5089, 762, 39, 1888, 5089, 662, 5386, 2807, 662, 3904, 2682, 285, 1062, 9891, 9417, 1326, 9659, 607, 1042, 6268, 539, 3994, 3558, 9824, 1809, 957, 726, 2463, 335, 6345, 1852, 2022, 5173, 555, 39, 961, 1322, 41, 2415, 4758, 2887, 600, 6642, 2312, 662, 39, 1340, 5645, 7649, 46, 413, 1440, 260, 8101, 39, 545, 2647, 783, 53, 607, 1042, 1307, 3159, 390, 1907, 393, 5507, 2576, 864, 6114, 6218, 1007, 4265, 1206, 42, 335, 600, 51, 1390, 5627, 783, 49, 390, 4703, 5627, 260, 1440, 545, 1172, 309, 390, 575, 2392, 2213, 4792, 7597]"
3475,"[2257, 9470, 5001, 1648, 233, 5001, 4135, 7979, 9318, 5091, 764, 39, 1889, 5091, 664, 5387, 2808, 664, 3905, 2684, 287, 1064, 9893, 9419, 1328, 9662, 608, 1044, 6269, 540, 3995, 3559, 9826, 1810, 959, 727, 2464, 337, 6346, 1853, 2028, 5175, 557, 39, 963, 1324, 41, 2416, 4759, 2888, 602, 6643, 2313, 664, 39, 1341, 5647, 7651, 46, 414, 1441, 262, 8102, 39, 546, 2648, 784, 53, 608, 1044, 1309, 3160, 391, 1909, 394, 5508, 2578, 865, 6115, 6220, 1008, 4266, 1207, 42, 337, 602, 51, 1391, 5631, 784, 49, 391, 4704, 5631, 262, 1441, 546, 1173, 311, 391, 577, 2393, 2214, 4794, 7599]"
3476,"[174, 4482, 803, 2621, 1088, 803, 1088, 434, 2144, 4779, 1526, 249, 1866, 440, 314, 399, 2829, 5596, 1925, 1926, 890, 6944, 1283, 192, 1398, 9475, 937, 294, 2239, 4113, 4788, 272, 5766, 472, 874, 5246, 8866, 323, 1935, 7316, 950, 5069, 456, 9022, 4994, 1313, 210, 192, 2064, 800, 7946, 499, 399, 323, 1935, 321, 4299, 326, 1831, 289, 317, 1800, 8299, 4736, 1935, 5982, 3378, 4724, 330, 470, 212, 6154, 456, 9457, 1398, 4424, 396, 7141, 694, 330, 7141, 615, 5917, 1123, 1447, 7396, 948, 133, 1345, 314, 2356, 4796, 441, 4012, 1208, 330, 317, 429, 273, 399, 3513, 180, 496, 472, 317, 3646, 435, 326, 4181, 1033, 499, 1123, 273, 1033, 51, 553, 472, 4379, 321, 5445, 891, 4767, 49, 621]"
3477,"[174, 25, 4856, 3428, 381, 5734, 175, 5734, 9367, 885, 2244, 2331, 2203, 549, 1414, 568, 329, 682, 1045, 1593, 1915, 419, 6123, 37, 4856, 3012, 5749, 2414, 268, 25, 139, 8588, 6663, 2221, 558, 6782, 900, 381, 37, 2699, 2280, 673, 1335, 1618, 2782, 1349, 5086, 6348, 482, 1531, 1204, 48, 6215, 892, 32, 4220, 1393, 36, 2414, 2081, 175, 1910, 3255, 9366, 538, 5086, 6348, 1204, 2782, 852, 39, 6756, 419, 9329, 36, 1593, 724, 37, 2762, 1414, 852, 30, 373, 1943, 443, 777, 48, 1851, 549, 960, 268, 4414, 4562, 1414, 657, 29, 900, 1414, 657, 32, 3394, 6343, 7286, 2019, 5172, 2301, 29, 3474, 329, 2081, 707, 44, 1646, 9593, 2203, 476, 823, 42, 329, 568, 389, 214, 661, 39, 4133, 375, 862, 34, 389, 354, 918, 251, 777, 44, 1228, 2699, 234, 1286, 39, 5846, 2331, 648, 354, 482, 9213, 1484]"
3478,"[174, 25, 4858, 2179, 374, 5736, 177, 5736, 9371, 886, 2248, 2438, 2565, 551, 1415, 567, 331, 678, 1047, 1594, 1917, 352, 6120, 37, 4858, 2967, 5751, 2378, 270, 25, 1864, 8028, 6667, 1864, 559, 6784, 896, 374, 37, 2700, 2299, 672, 1337, 1619, 2783, 1389, 5088, 6349, 481, 1533, 1205, 48, 6213, 894, 32, 4222, 1395, 36, 2378, 2039, 2179, 445, 3080, 8312, 537, 5088, 6349, 1205, 2783, 853, 39, 478, 7621, 49, 1349, 1594, 725, 37, 2764, 1415, 853, 30, 376, 1958, 445, 779, 48, 1850, 551, 962, 270, 4417, 4566, 1415, 659, 29, 896, 1415, 659, 32, 3393, 6344, 7967, 2025, 5174, 2303, 29, 3476, 331, 2039, 709, 44, 1645, 9595, 2565, 478, 824, 42, 331, 567, 392, 216, 663, 39, 4132, 383, 863, 34, 392, 360, 917, 253, 779, 44, 1264, 2700, 238, 1284, 39, 5845, 2438, 649, 360, 481, 9215, 1486]"
3479,"[174, 9704, 1798, 9860, 1724, 1798, 1724, 836, 2590, 7480, 3213, 8092, 472, 395, 465, 7081, 7282, 6883, 3746, 1590, 226, 1798, 609, 6028, 1777, 1373, 1663, 1035, 791, 3659, 6239, 18, 163, 420, 212, 836, 706, 1019, 323, 7375, 1162, 523, 1934, 623, 524, 1663, 8352, 524, 9701, 5352, 1311, 6028, 2084, 808, 339, 3089, 572, 465, 523, 1934, 623, 5250, 589, 1944, 396, 326, 1860, 8712, 4115, 1934, 6743, 3858, 4723, 802, 857, 474, 226, 572, 524, 974, 1361, 1777, 4425, 1187, 7751, 2191, 802, 7751, 1166, 4845, 572, 1526, 4141, 9061, 951, 133, 3088, 395, 2621, 4795, 615, 7883, 1367, 802, 326, 428, 330, 465, 3658, 179, 495, 706, 326, 3295, 434, 589, 3945, 1059, 572, 1526, 330, 1059, 39, 553, 706, 321, 1188, 623, 6452, 1525, 6078, 37, 621]"
3480,"[174, 4462, 805, 2356, 1090, 805, 1090, 435, 2143, 4780, 1123, 179, 1867, 447, 316, 403, 2875, 5597, 1928, 1929, 7734, 805, 1299, 198, 1399, 9376, 938, 201, 2238, 4114, 1766, 267, 9991, 440, 875, 4044, 8861, 312, 1936, 7304, 949, 8370, 457, 9021, 4992, 1535, 204, 198, 2066, 801, 7942, 500, 403, 312, 1936, 279, 4045, 317, 1877, 290, 327, 1802, 8302, 4825, 1936, 5981, 3846, 4387, 273, 471, 199, 7267, 457, 9381, 1399, 4426, 289, 7143, 475, 273, 7143, 441, 4805, 500, 1125, 951, 7397, 1016, 133, 975, 316, 2358, 4797, 438, 4019, 1209, 273, 327, 432, 277, 403, 3076, 225, 617, 440, 3077, 3833, 317, 3939, 1079, 500, 1125, 277, 1079, 63, 553, 440, 4478, 279, 5448, 859, 4768, 61, 621]"
3481,"[174, 5757, 151, 2358, 1817, 151, 7804, 457, 8601, 1125, 3479, 645, 143, 7241, 3327, 72, 821, 1930, 1942, 914, 4321, 1275, 705, 161, 9978, 1093, 202, 307, 3318, 457, 1759, 307, 1609, 447, 1029, 72, 2198, 9118, 3938, 749, 7309, 1602, 1161, 591, 1040, 851, 4542, 1355, 3771, 4088, 151, 1143, 8776, 716, 3938, 749, 304, 72, 1161, 1880, 871, 322, 766, 1883, 8755, 4183, 749, 5994, 2375, 871, 277, 636, 200, 3318, 591, 5760, 645, 161, 4419, 290, 8979, 466, 277, 8979, 438, 4806, 671, 1333, 948, 7423, 1432, 133, 977, 1693, 4088, 292, 498, 73, 292, 1694, 277, 70, 835, 66, 858, 2575, 213, 4620, 8194, 869, 327, 5204, 679, 671, 1333, 379, 679, 250, 553, 447, 4396, 304, 5275, 899, 4771, 73, 621]"
3482,"[174, 25, 4857, 3429, 380, 5735, 176, 5735, 9369, 887, 2246, 2437, 2566, 550, 1416, 569, 332, 683, 1046, 1595, 1916, 417, 6121, 37, 4857, 3013, 5750, 2415, 269, 25, 140, 8589, 6665, 2223, 560, 6783, 901, 380, 37, 2701, 2298, 674, 1336, 1620, 2784, 1390, 5090, 6350, 483, 1532, 1206, 48, 6217, 893, 32, 4221, 1394, 36, 2415, 2080, 176, 1911, 3254, 8311, 539, 5090, 6350, 1206, 2784, 854, 39, 479, 7624, 9330, 36, 1595, 726, 37, 2765, 1416, 854, 30, 377, 1957, 444, 778, 48, 1852, 550, 961, 269, 4415, 4564, 1416, 658, 29, 901, 1416, 658, 32, 3395, 6345, 7968, 2022, 5173, 2302, 29, 3475, 332, 2080, 708, 44, 1647, 9594, 2566, 479, 825, 42, 332, 569, 393, 215, 662, 39, 4134, 390, 864, 34, 393, 361, 919, 252, 778, 44, 1265, 2701, 237, 1285, 39, 5847, 2437, 650, 361, 483, 9214, 1485]"
3483,"[174, 25, 4859, 3430, 382, 5737, 178, 5737, 9373, 888, 2250, 2439, 2567, 552, 1417, 570, 333, 684, 1048, 1596, 1918, 418, 6122, 37, 4859, 3014, 5752, 2416, 271, 25, 142, 8590, 6668, 2226, 561, 6785, 902, 382, 37, 2702, 2300, 675, 1338, 1621, 2785, 1391, 5092, 6351, 484, 1534, 1207, 48, 6219, 895, 32, 4223, 1396, 36, 2416, 2082, 178, 1912, 3256, 8314, 540, 5092, 6351, 1207, 2785, 855, 39, 480, 7626, 9331, 36, 1596, 727, 37, 2766, 1417, 855, 30, 378, 1959, 446, 780, 48, 1853, 552, 963, 271, 4416, 4567, 1417, 660, 29, 902, 1417, 660, 32, 3396, 6346, 7969, 2028, 5175, 2304, 29, 3477, 333, 2082, 710, 44, 1648, 9596, 2567, 480, 826, 42, 333, 570, 394, 217, 664, 39, 4135, 391, 865, 34, 394, 362, 920, 254, 780, 44, 1266, 2702, 239, 1287, 39, 5848, 2439, 651, 362, 484, 9216, 1487]"
3484,"[174, 272, 7745, 472, 2746, 805, 6937, 1028, 192, 180, 198, 1383, 1811, 5058, 4951, 9451, 277, 422, 7974, 4864, 806, 4864, 1352, 1058, 3628, 1160, 196, 806, 279, 3015, 422, 410, 4093, 1535, 179, 859, 196, 806, 185, 198, 940, 8493, 875, 3357, 181, 942, 805, 1111, 5418, 5676, 440, 1919, 6679, 1086, 5594, 5806, 5009, 891, 6539, 2433, 5009, 5017, 224, 1032, 805, 212, 183, 8784, 190, 296, 898, 7027, 210, 7941, 891, 6539, 2433, 1160, 3622, 5923, 267, 942, 464, 1947, 1259, 422, 1085, 276, 2308, 459, 3243, 1318, 8368, 1160, 6704, 407, 2389, 1383, 181, 4176, 4951, 1033, 180, 768, 7471, 5558, 9668, 2238, 435, 2723, 3478, 8317, 456, 891, 6539, 61, 621]"
3485,"[1357, 3340, 652, 5376, 1746, 3888, 2750, 7777, 214, 230, 1562, 49, 340, 409, 2943, 354, 918, 1214, 2710, 2361, 409, 2886, 284, 5886, 2496, 284, 1239, 268, 47, 255, 297, 5886, 9321, 5886, 44, 329, 259, 1239, 1461, 8072, 6387, 268, 2496, 1504, 1239, 3428, 230, 1705, 44, 1335, 1282, 7499, 49, 1746, 904, 48, 1325, 1452, 49, 230, 944, 51, 4531, 503, 652, 54, 1233, 4033, 2741, 3870, 786, 37, 8523, 2489, 2995, 7096, 5550, 33, 1804, 904, 34, 218, 214, 1627, 35, 255, 341, 1680, 8771, 538, 214, 786, 37, 8523, 2489, 45, 811, 904, 3685, 932, 49, 3340, 2943, 737, 1214, 1239, 1461, 4812, 8869, 761, 2954, 673, 4952, 1219, 54, 737, 877, 8484, 4850, 1562, 49, 7963, 5738, 918, 811, 796, 3685, 743, 6635, 1510, 1150, 329, 409, 1906, 346, 7367, 341, 761, 48, 482, 8523, 2021, 1484]"
3486,"[1357, 3341, 654, 5375, 1748, 3890, 2752, 7779, 216, 232, 1564, 49, 343, 412, 2945, 360, 917, 1215, 2711, 2397, 412, 2885, 286, 5888, 2594, 286, 1241, 270, 47, 257, 299, 5888, 9323, 5888, 44, 331, 261, 1241, 1463, 8071, 6389, 270, 2594, 1516, 1241, 2179, 232, 1707, 44, 1337, 1297, 7501, 49, 1748, 906, 48, 1327, 1454, 49, 232, 946, 51, 4530, 502, 654, 54, 1339, 4035, 2740, 3869, 788, 37, 8526, 2491, 2997, 7100, 5552, 33, 1806, 906, 34, 220, 216, 1629, 35, 257, 342, 1689, 6930, 537, 216, 788, 37, 8526, 2491, 45, 813, 906, 3687, 934, 49, 3341, 2945, 736, 1215, 1241, 1463, 5225, 6467, 763, 3282, 672, 4954, 1218, 54, 736, 879, 8486, 4849, 1564, 49, 8337, 7906, 917, 813, 798, 3687, 745, 6636, 1512, 1181, 331, 412, 1908, 349, 7366, 342, 763, 48, 481, 8526, 2027, 1486]"
3487,"[174, 420, 7744, 706, 2759, 803, 6969, 1027, 226, 179, 192, 1381, 1785, 4366, 5074, 3515, 273, 421, 8379, 4865, 804, 4865, 1350, 1060, 3624, 1106, 195, 804, 321, 185, 3630, 624, 4105, 1313, 249, 891, 195, 804, 339, 192, 939, 9046, 874, 3356, 185, 924, 803, 1112, 5415, 5872, 472, 1886, 6409, 1085, 294, 192, 5805, 5010, 1525, 6544, 2459, 5010, 5018, 548, 1030, 803, 474, 182, 8783, 439, 295, 897, 8874, 451, 7940, 1525, 6544, 2459, 1106, 3620, 5924, 272, 924, 7152, 1260, 421, 1549, 293, 2335, 458, 3514, 1400, 8362, 1106, 6698, 410, 2390, 1381, 185, 4171, 5074, 1059, 179, 767, 7472, 5559, 9727, 2239, 434, 3247, 5437, 7939, 524, 1525, 6544, 49, 621]"
3488,"[174, 1730, 1267, 836, 2430, 923, 1267, 1798, 670, 1448, 1431, 609, 249, 226, 3351, 2882, 226, 9566, 706, 589, 339, 330, 468, 623, 615, 5183, 840, 5183, 1408, 439, 4108, 840, 548, 5084, 840, 623, 5084, 8917, 791, 1663, 1311, 670, 1525, 224, 840, 1373, 226, 1223, 2148, 1632, 1019, 4145, 339, 1267, 1798, 451, 2135, 1431, 1663, 611, 706, 4319, 224, 836, 1549, 791, 226, 465, 505, 9791, 6627, 5724, 1525, 1345, 32, 207, 9791, 6627, 923, 1267, 3218, 6347, 3244, 1798, 2091, 305, 249, 2454, 2348, 450, 1113, 1407, 711, 1966, 249, 6627, 5724, 1525, 1345, 32, 207, 548, 6722, 1798, 8972, 2431, 420, 1267, 611, 2852, 6722, 468, 4142, 517, 3344, 619, 634, 723, 609, 439, 321, 3874, 548, 7012, 836, 624, 8972, 3351, 7012, 1923, 517, 706, 4112, 249, 1990, 8972, 3218, 8977, 1407, 4142, 1184, 3659, 836, 623, 839, 670, 589, 249, 619, 856, 5724, 1525, 1345, 37, 621]"
3489,"[174, 3587, 2778, 440, 1635, 4321, 180, 225, 69, 1858, 198, 225, 6520, 5623, 4083, 6995, 4388, 379, 1588, 7984, 7391, 818, 7391, 1420, 194, 1489, 818, 1180, 69, 818, 304, 184, 2872, 407, 202, 1143, 1355, 180, 899, 69, 818, 181, 68, 1034, 8494, 1029, 3418, 999, 4321, 1099, 4524, 5882, 447, 4092, 1764, 1185, 202, 620, 9965, 5011, 859, 6545, 2434, 5011, 5006, 4465, 6588, 199, 223, 8978, 7557, 1031, 1913, 460, 204, 6422, 859, 6545, 2434, 1180, 3397, 5879, 307, 1229, 2204, 4583, 66, 592, 1086, 313, 322, 4169, 3181, 1105, 8635, 1180, 3576, 436, 1089, 6520, 184, 4050, 6995, 1079, 5600, 7430, 5555, 1086, 278, 2073, 144, 2444, 5408, 4169, 457, 859, 6545, 73, 621]"
3490,"[174, 3245, 7580, 447, 2780, 908, 1295, 263, 1456, 68, 213, 236, 1566, 8756, 6032, 2873, 618, 1481, 213, 3310, 7353, 635, 291, 4230, 635, 291, 8539, 2274, 301, 4230, 7090, 4230, 3317, 4948, 436, 6079, 137, 92, 161, 635, 150, 81, 4230, 184, 80, 1704, 9051, 2503, 7247, 1678, 3174, 1076, 6691, 3765, 943, 618, 722, 7371, 2256, 211, 80, 8215, 5005, 899, 8189, 2555, 5005, 5019, 196, 3322, 908, 200, 76, 213, 1631, 8327, 150, 2055, 713, 205, 78, 790, 899, 8189, 2555, 680, 213, 908, 5916, 8756, 236, 4070, 1356, 213, 1652, 1185, 3693, 501, 765, 3360, 715, 5064, 748, 680, 209, 9013, 2145, 1566, 1678, 749, 2873, 618, 4118, 807, 7466, 2520, 8070, 1821, 9539, 2499, 225, 3007, 765, 591, 899, 8189, 85, 621]"
3491,"[1357, 3342, 653, 5377, 1747, 3889, 2751, 7778, 215, 231, 1563, 49, 347, 415, 2944, 361, 919, 1216, 2712, 2396, 415, 2887, 285, 5887, 2497, 285, 1240, 269, 9921, 298, 5887, 9322, 5887, 44, 332, 260, 1240, 1462, 8073, 6388, 269, 2497, 1515, 1240, 3429, 231, 1706, 44, 1336, 1296, 7500, 49, 1747, 905, 48, 1326, 1453, 49, 231, 945, 51, 4532, 507, 653, 54, 1340, 4034, 2742, 3871, 787, 37, 8525, 2490, 2996, 7098, 5551, 33, 1805, 905, 34, 219, 215, 1628, 35, 256, 344, 1687, 8772, 539, 215, 787, 37, 8525, 2490, 45, 812, 905, 3686, 933, 49, 3342, 2944, 738, 1216, 1240, 1462, 5226, 6468, 762, 3283, 674, 4953, 1220, 54, 738, 878, 8488, 4851, 1563, 49, 7964, 7907, 919, 812, 797, 3686, 744, 6637, 1511, 1182, 332, 415, 1907, 350, 7368, 344, 762, 48, 483, 8525, 2024, 1485]"
3492,"[1357, 3343, 655, 5378, 1749, 3891, 2753, 7780, 217, 233, 1565, 49, 348, 416, 2946, 362, 920, 1217, 2713, 2398, 416, 2888, 287, 5889, 2498, 287, 1242, 271, 9922, 300, 5889, 9324, 5889, 44, 333, 262, 1242, 1464, 8074, 6390, 271, 2498, 1517, 1242, 3430, 233, 1708, 44, 1338, 1298, 7502, 49, 1749, 907, 48, 1328, 1455, 49, 233, 947, 51, 4533, 508, 655, 54, 1341, 4036, 2743, 3872, 789, 37, 8527, 2492, 2998, 7102, 5553, 33, 1807, 907, 34, 221, 217, 1630, 35, 258, 345, 1691, 8774, 540, 217, 789, 37, 8527, 2492, 45, 814, 907, 3688, 935, 49, 3343, 2946, 739, 1217, 1242, 1464, 5227, 6469, 764, 3284, 675, 4955, 1221, 54, 739, 880, 8490, 4852, 1565, 49, 7965, 7908, 920, 814, 799, 3688, 746, 6638, 1513, 1183, 333, 416, 1909, 351, 7369, 345, 764, 48, 484, 8527, 2030, 1487]"
3493,"[174, 290, 1867, 459, 4820, 2559, 2357, 459, 466, 9997, 459, 397, 314, 7292, 306, 290, 1262, 7409, 397, 189, 4940, 449, 1019, 4404, 2433, 5558, 1837, 7407, 472, 185, 4175, 435, 440, 2161, 9991, 1148, 289, 180, 1940, 459, 467, 179, 54, 668, 435, 327, 6654, 8492, 2909, 273, 5885, 4842, 5885, 410, 2477, 7817, 8170, 1148, 288, 847, 435, 3605, 5408, 435, 7971, 9380, 4186, 457, 7945, 1384, 7169, 6738, 6294, 410, 8356, 5285, 1202, 5577, 1271, 4944, 3662, 2125, 2216, 2553, 9943, 965, 327, 4109, 1359, 206, 938, 290, 1528, 2187, 312, 277, 1936, 317, 304, 1370, 204, 1832, 422, 449, 185, 278, 7943, 2640, 1450, 3538, 7269, 1352, 199, 7138, 448, 1025, 3592, 462, 7735, 405, 188, 1867, 436, 312, 1370, 1078, 327, 3606, 2125, 2546, 2216, 9943, 189, 921, 806, 1078, 327, 3606, 276, 965, 2317, 2875, 194, 398, 1293, 188, 3647, 436, 3122, 477, 1065, 327, 325, 5577, 316, 459, 3391, 442, 4027, 8334]"
